1;0;3339.00;12.40;1718.00;0.00;0.56
2;0;3622.00;10.55;1810.00;0.00;0.56
3;0;1663.00;12.25;766.00;0.00;0.40
4;0;2955.00;10.45;1172.00;0.00;0.32
5;0;1935.00;9.90;1557.00;0.00;0.36
6;0;3350.00;10.50;1786.00;0.00;0.76
7;0;1853.00;10.50;458.00;0.00;0.44
8;0;1552.00;10.15;994.00;0.00;0.40
9;0;2104.00;11.17;1416.00;0.00;0.48
10;0;3877.00;10.50;1646.00;0.00;0.44
11;0;1439.00;10.10;1552.00;0.00;0.24
12;0;2128.00;10.45;1081.00;0.00;0.28
13;0;1695.00;11.10;1235.00;0.00;0.44
14;0;1912.00;11.20;592.00;0.00;0.56
15;0;3064.00;10.70;1199.00;0.00;0.24
16;0;1958.00;10.40;570.00;0.00;0.36
17;0;3422.00;10.40;1492.00;0.00;0.32
18;0;1840.00;13.70;1263.00;0.00;0.44
19;0;1719.00;9.90;799.00;0.00;0.36
20;0;1625.00;11.85;1397.00;0.00;0.32
21;0;1725.00;12.20;1111.00;0.00;0.36
22;0;3950.00;10.95;915.00;0.00;0.40
23;0;1907.00;12.50;1134.00;0.00;0.44
24;0;2026.00;11.20;655.00;0.00;0.56
25;0;1280.00;9.90;1215.00;0.00;0.36
26;0;1966.00;11.80;826.00;0.00;0.36
27;0;1636.00;10.50;1222.00;0.00;0.24
28;0;1766.00;16.72;1555.00;0.00;0.56
29;0;2189.00;10.60;507.00;0.00;0.52
30;0;2211.00;10.72;1534.00;0.00;0.60
31;0;3001.00;10.10;776.00;0.00;0.40
32;0;3952.00;12.50;1407.00;0.00;0.44
33;0;3822.00;11.42;1432.00;0.00;1.72
34;0;4268.00;10.30;644.00;0.00;0.40
35;0;3029.00;10.30;580.00;0.00;0.44
36;0;3205.00;11.00;805.00;0.00;0.36
37;0;1525.00;10.92;849.00;0.00;0.32
38;0;1583.00;10.10;544.00;0.00;0.56
39;0;1995.00;11.10;1227.00;0.00;0.40
40;0;2876.00;10.20;1193.00;0.00;0.28
41;0;3921.00;11.95;1423.00;0.00;0.44
42;0;2059.00;10.90;1435.00;0.00;0.44
43;0;4177.00;10.15;1155.00;0.00;0.32
44;0;2703.00;11.02;1114.00;0.00;0.40
45;0;1958.00;10.70;1273.00;0.00;0.40
46;0;3702.00;12.70;1776.00;0.00;0.64
47;0;3646.00;11.60;1675.00;0.00;0.60
48;0;1382.00;10.10;826.00;0.00;0.24
49;0;3137.00;10.20;813.00;0.00;0.44
50;0;3114.00;10.20;793.00;0.00;0.44
51;0;1496.00;12.05;1703.00;0.00;0.68
52;0;2943.00;10.60;1228.00;0.00;0.16
53;0;3129.00;11.10;557.00;0.00;0.44
54;0;1855.00;13.10;1191.00;0.00;0.28
55;0;3426.00;10.15;530.00;0.00;0.40
56;0;1937.00;12.30;735.00;0.00;0.28
57;0;2073.00;11.15;1426.00;0.00;0.44
58;0;3832.00;9.90;1311.00;0.00;0.44
59;0;1619.00;11.15;1004.00;0.00;0.32
60;0;3935.00;10.80;1136.00;0.00;0.32
61;0;1455.00;11.00;1037.00;0.00;0.56
62;0;3109.00;11.12;492.00;0.00;0.44
63;0;1440.00;11.15;1023.00;0.00;0.36
64;0;2320.00;9.90;1367.00;0.00;0.24
65;0;3358.00;12.62;596.00;0.00;0.36
66;0;4061.00;10.25;512.00;0.00;0.60
67;0;4030.00;11.12;1135.00;0.00;0.36
68;0;1706.00;9.90;1653.00;0.00;0.76
69;0;2814.00;11.40;490.00;0.00;0.56
70;0;1431.00;10.30;1236.00;0.00;0.36
71;0;1472.00;10.15;899.00;0.00;0.36
72;0;1812.00;12.77;1131.00;0.00;0.36
73;0;2849.00;10.30;979.00;0.00;0.40
74;0;2443.00;9.90;497.00;0.00;0.40
75;0;3376.00;10.00;991.00;0.00;0.24
76;0;2950.00;10.70;621.00;0.00;0.52
77;0;3106.00;11.60;521.00;0.00;0.52
78;0;1654.00;14.57;708.00;0.00;0.40
79;0;1748.00;10.50;490.00;0.00;0.56
80;0;1944.00;13.10;763.00;0.00;0.40
81;0;3142.00;11.00;710.00;0.00;0.48
82;0;2267.00;10.55;829.00;0.00;0.48
83;0;1721.00;12.00;1205.00;0.00;0.48
84;0;1502.00;11.50;1294.00;0.00;0.44
85;0;2212.00;11.10;1648.00;0.00;0.80
86;0;2042.00;12.77;1614.00;0.00;0.48
87;0;4069.00;11.02;1274.00;0.00;0.36
88;0;2139.00;11.40;577.00;0.00;0.48
89;0;1336.00;9.90;1048.00;0.00;0.32
90;0;3762.00;10.50;1762.00;0.00;0.84
91;0;3527.00;11.45;1681.00;0.00;0.32
92;0;1491.00;11.00;1279.00;0.00;0.28
93;0;1850.00;10.40;508.00;0.00;0.36
94;0;4083.00;10.10;1133.00;0.00;0.32
95;0;3827.00;11.20;1475.00;0.00;0.48
96;0;1512.00;13.75;1730.00;0.00;0.52
97;0;1767.00;9.90;630.00;0.00;0.44
98;0;3958.00;10.60;1042.00;0.00;0.32
99;0;1669.00;12.20;1081.00;0.00;0.32
100;0;1777.00;11.00;901.00;0.00;0.40
101;0;1310.00;10.10;1218.00;0.00;0.28
102;0;2229.00;10.20;1238.00;0.00;0.36
103;0;3013.00;10.40;1184.00;0.00;0.32
104;0;1596.00;14.87;1059.00;0.00;0.52
105;0;2290.00;10.10;851.00;0.00;0.20
106;0;2286.00;10.10;566.00;0.00;0.36
107;0;2311.00;10.10;1001.00;0.00;0.36
108;0;3569.00;15.32;1714.00;0.00;0.84
109;0;1871.00;15.92;1694.00;0.00;0.64
110;0;1514.00;11.45;1261.00;0.00;0.52
111;0;1987.00;10.52;471.00;0.00;0.48
112;0;4117.00;10.20;595.00;0.00;0.44
113;0;1941.00;13.25;907.00;0.00;0.36
114;0;1775.00;10.45;691.00;0.00;0.52
115;0;1988.00;10.20;440.00;0.00;0.68
116;0;3404.00;10.10;1542.00;0.00;0.48
117;0;3896.00;12.90;1476.00;0.00;0.44
118;0;2115.00;11.80;545.00;0.00;0.44
119;0;3983.00;12.90;1196.00;0.00;0.40
120;0;1629.00;12.20;1438.00;0.00;0.40
121;0;3526.00;10.60;1490.00;0.00;0.72
122;0;4215.00;10.20;676.00;0.00;0.48
123;0;3721.00;10.90;1750.00;0.00;0.44
124;0;3482.00;10.20;1534.00;0.00;0.36
125;0;2165.00;11.47;1551.00;0.00;0.56
126;0;1671.00;12.10;999.00;0.00;0.44
127;0;2058.00;13.40;1143.00;0.00;0.48
128;0;3954.00;12.20;874.00;0.00;0.48
129;0;3475.00;14.00;1704.00;0.00;0.68
130;0;2039.00;10.80;1719.00;0.00;0.72
131;0;3855.00;12.00;1531.00;0.00;0.84
132;0;3838.00;13.07;1549.00;0.00;0.32
133;0;2097.00;11.17;1281.00;0.00;0.52
134;0;1522.00;10.17;1377.00;0.00;0.36
135;0;1743.00;9.92;1710.00;0.00;0.64
136;0;3689.00;10.10;1416.00;0.00;0.44
137;0;3274.00;14.20;514.00;0.00;0.64
138;0;3795.00;10.10;1269.00;0.00;0.40
139;0;4232.00;11.00;1602.00;0.00;0.48
140;0;3068.00;10.20;851.00;0.00;0.44
141;0;3058.00;10.17;406.00;0.00;0.60
142;0;3185.00;10.12;668.00;0.00;0.36
143;0;1688.00;10.00;1503.00;0.00;0.36
144;0;1275.00;11.00;1318.00;0.00;0.40
145;0;3756.00;13.30;1597.00;0.00;0.80
146;0;3799.00;10.20;1894.00;0.00;0.40
147;0;3487.00;10.80;1443.00;0.00;0.52
148;0;3987.00;10.60;1767.00;0.00;0.56
149;0;1795.00;10.90;791.00;0.00;0.32
150;0;3948.00;11.35;776.00;0.00;0.48
151;0;3264.00;10.50;1529.00;0.00;0.40
152;0;1622.00;11.75;1266.00;0.00;0.28
153;0;1384.00;10.10;1146.00;0.00;0.32
154;0;2197.00;9.90;1344.00;0.00;0.36
155;0;1925.00;9.92;1476.00;0.00;0.60
156;0;3920.00;11.95;1471.00;0.00;0.32
157;0;1737.00;10.30;638.00;0.00;0.56
158;0;2015.00;11.30;1045.00;0.00;0.40
159;0;3960.00;10.60;1749.00;0.00;0.84
160;0;3008.00;10.40;553.00;0.00;0.56
161;0;1482.00;10.10;836.00;0.00;0.32
162;0;3488.00;10.20;1746.00;0.00;0.52
163;0;3905.00;10.30;884.00;0.00;0.40
164;0;4056.00;10.97;845.00;0.00;0.36
165;0;2061.00;11.70;756.00;0.00;0.36
166;0;3319.00;11.20;1647.00;0.00;0.44
167;0;2849.00;10.10;451.00;0.00;0.44
168;0;4068.00;10.20;566.00;0.00;0.56
169;0;3309.00;10.22;1761.00;0.00;0.44
170;0;2069.00;11.35;1715.00;0.00;0.56
171;0;1928.00;12.20;760.00;0.00;0.40
172;0;1702.00;11.15;860.00;0.00;0.36
173;0;2059.00;11.25;1597.00;0.00;0.64
174;0;3873.00;10.20;1728.00;0.00;0.52
175;0;1715.00;11.65;1224.00;0.00;0.36
176;0;2131.00;11.35;1557.00;0.00;0.40
177;0;2259.00;10.12;908.00;0.00;0.40
178;0;3767.00;11.90;1634.00;0.00;0.60
179;0;1838.00;10.25;1736.00;0.00;0.56
180;0;1624.00;10.70;576.00;0.00;0.48
181;0;3321.00;11.75;1443.00;0.00;0.36
182;0;1521.00;10.95;1155.00;0.00;0.36
183;0;2086.00;12.00;716.00;0.00;0.44
184;0;1987.00;11.00;1184.00;0.00;0.32
185;0;3079.00;9.90;828.00;0.00;0.28
186;0;4159.00;12.90;1449.00;0.00;0.44
187;0;3836.00;12.20;1451.00;0.00;0.44
188;0;4264.00;10.25;1609.00;0.00;0.36
189;0;3751.00;13.60;1571.00;0.00;0.68
190;0;1739.00;10.60;896.00;0.00;0.24
191;0;2104.00;10.90;1689.00;0.00;0.68
192;0;3673.00;11.50;1676.00;0.00;0.68
193;0;2893.00;10.10;448.00;0.00;0.64
194;0;4016.00;9.90;1835.00;0.00;0.72
195;0;1599.00;10.22;1657.00;0.00;0.44
196;0;3247.00;11.95;693.00;0.00;0.32
197;0;4095.00;12.40;1469.00;0.00;0.56
198;0;3984.00;12.22;1330.00;0.00;0.36
199;0;1976.00;12.75;1161.00;0.00;0.32
200;0;3330.00;11.45;1098.00;0.00;0.28
201;0;1886.00;11.30;1207.00;0.00;0.20
202;0;3982.00;10.10;613.00;0.00;0.40
203;0;4080.00;10.30;737.00;0.00;0.40
204;0;1489.00;11.42;1045.00;0.00;0.32
205;0;3899.00;10.20;795.00;0.00;0.36
206;0;2240.00;10.45;1705.00;0.00;0.80
207;0;3897.00;10.50;923.00;0.00;0.36
208;0;4086.00;10.30;580.00;0.00;0.60
209;0;1740.00;10.05;621.00;0.00;0.48
210;0;1596.00;10.05;946.00;0.00;0.28
211;0;4111.00;12.85;798.00;0.00;0.36
212;0;4133.00;10.20;968.00;0.00;0.40
213;0;4128.00;11.90;712.00;0.00;0.48
214;0;3022.00;10.62;1237.00;0.00;0.28
215;0;3907.00;10.10;1591.00;0.00;0.72
216;0;2205.00;10.95;611.00;0.00;0.60
217;0;1858.00;12.27;1295.00;0.00;0.48
218;0;1853.00;11.25;558.00;0.00;0.44
219;0;3131.00;11.10;453.00;0.00;0.68
220;0;1941.00;11.92;1520.00;0.00;0.44
221;0;1990.00;10.70;1266.00;0.00;0.28
222;0;1994.00;10.75;1506.00;0.00;0.28
223;0;2128.00;12.60;652.00;0.00;0.52
224;0;1903.00;10.45;612.00;0.00;0.48
225;0;1790.00;10.15;1845.00;0.00;0.44
226;0;1829.00;10.95;490.00;0.00;0.40
227;0;3984.00;11.35;747.00;0.00;0.40
228;0;1539.00;9.90;1628.00;0.00;0.72
229;0;4016.00;11.40;1528.00;0.00;0.48
230;0;3299.00;12.37;1429.00;0.00;0.36
231;0;3373.00;10.70;1458.00;0.00;0.52
232;0;1552.00;11.12;1112.00;0.00;0.20
233;0;4050.00;11.55;1515.00;0.00;0.60
234;0;1699.00;10.95;616.00;0.00;0.56
235;0;1926.00;10.20;1249.00;0.00;0.32
236;0;3560.00;10.30;1627.00;0.00;0.52
237;0;1775.00;11.12;842.00;0.00;0.40
238;0;1384.00;10.10;1113.00;0.00;0.24
239;0;3929.00;10.55;1653.00;0.00;0.84
240;0;3154.00;10.30;1392.00;0.00;0.48
241;0;4174.00;11.50;1452.00;0.00;0.32
242;0;3529.00;10.65;1774.00;0.00;0.64
243;0;4236.00;12.37;843.00;0.00;0.24
244;0;2262.00;11.50;1540.00;0.00;0.60
245;0;1821.00;10.32;1450.00;0.00;0.60
