0;0;0;0;land;false;unknown;0
1;108;237;220;land;false;hills;1
2;209;138;252;land;true;plains;1
3;234;215;106;land;false;hills;1
4;215;180;197;land;false;desert;1
5;200;253;71;land;false;plains;1
6;216;155;155;land;true;plains;1
7;137;146;233;land;false;forest;1
8;233;114;254;land;false;plains;1
9;228;39;239;land;false;plains;1
10;163;208;148;land;false;forest;1
11;232;240;168;land;true;plains;1
12;241;251;140;land;false;hills;1
13;191;165;146;land;false;plains;1
14;184;229;107;land;false;desert;1
15;211;200;144;land;true;desert;1
16;182;252;116;land;false;hills;1
17;107;231;234;land;false;plains;1
18;253;252;94;land;false;plains;1
19;139;198;187;land;false;jungle;1
20;189;127;190;land;false;forest;1
21;163;202;196;land;false;plains;1
22;146;169;200;land;false;forest;1
23;168;116;240;land;false;hills;1
24;233;190;222;land;false;plains;1
25;161;124;216;land;false;plains;1
26;87;244;251;land;false;jungle;1
27;122;231;149;land;false;forest;1
28;252;194;62;land;false;mountain;1
29;177;116;220;land;false;desert;1
30;232;103;178;land;false;forest;1
31;200;237;88;land;true;forest;1
32;240;150;118;land;false;plains;1
33;165;232;221;land;false;mountain;1
34;192;167;235;land;false;forest;1
35;244;109;176;land;false;plains;1
36;180;240;155;land;false;plains;1
37;118;225;184;land;false;desert;1
38;143;226;141;land;true;plains;1
39;193;212;164;land;false;forest;1
40;185;120;200;land;false;desert;1
41;207;161;229;land;false;plains;1
42;187;198;122;land;false;hills;1
43;146;212;149;land;true;plains;1
44;184;253;129;land;false;hills;1
45;250;124;232;land;false;forest;1
46;130;249;162;land;false;mountain;1
47;239;98;178;land;false;plains;1
48;251;163;103;land;true;plains;1
49;159;243;194;land;false;forest;1
50;155;208;230;land;false;forest;1
51;146;225;178;land;false;hills;1
52;102;252;148;land;false;desert;1
53;150;138;244;land;false;plains;1
54;63;238;245;land;false;plains;1
55;174;236;147;land;true;plains;1
56;146;209;192;land;false;plains;1
57;242;236;175;land;false;hills;1
58;156;160;248;land;false;plains;1
59;160;248;108;land;false;hills;1
60;177;226;252;land;false;plains;1
61;135;217;177;land;false;desert;1
62;224;166;245;land;false;plains;1
63;120;216;216;land;false;desert;1
64;196;245;108;land;true;plains;1
65;254;155;129;land;false;plains;1
66;208;212;215;land;true;forest;1
67;242;175;198;land;false;plains;1
68;218;224;197;land;false;hills;1
69;231;249;91;land;false;plains;1
70;208;72;221;land;false;forest;1
71;208;240;122;land;true;plains;1
72;226;148;253;land;false;plains;1
73;234;170;103;land;false;plains;1
74;241;240;104;land;false;hills;1
75;129;160;219;land;false;hills;1
76;254;201;181;land;false;desert;1
77;107;215;237;land;false;forest;1
78;120;196;244;land;false;hills;1
79;244;251;109;land;false;forest;1
80;212;214;199;land;false;plains;1
81;125;220;252;land;false;forest;1
82;90;243;229;land;false;forest;1
83;229;191;119;land;false;plains;1
84;228;225;123;land;false;forest;1
85;175;173;251;land;false;hills;1
86;180;247;111;land;false;mountain;1
87;253;26;233;land;false;plains;1
88;236;211;154;land;false;plains;1
89;102;175;247;land;true;plains;1
90;90;203;217;land;true;plains;1
91;157;153;212;land;false;forest;1
92;232;227;253;land;false;forest;1
93;230;152;175;land;false;hills;1
94;254;132;238;land;false;plains;1
95;214;204;203;land;false;plains;1
96;221;129;202;land;false;mountain;1
97;112;253;145;land;false;hills;1
98;34;228;246;land;false;forest;1
99;147;249;149;land;false;plains;1
100;233;182;118;land;false;forest;1
101;171;231;185;land;false;forest;1
102;91;249;228;land;true;plains;1
103;254;224;244;land;false;desert;1
104;245;90;239;land;false;hills;1
105;231;227;226;land;true;plains;1
106;166;214;227;land;true;desert;1
107;204;161;138;land;true;plains;1
108;193;231;185;land;false;hills;1
109;236;122;241;land;false;mountain;1
110;165;230;186;land;false;plains;1
111;230;193;185;land;false;hills;1
112;219;113;210;land;true;plains;1
113;244;209;144;land;false;mountain;1
114;236;73;251;land;false;jungle;1
115;201;206;140;land;true;forest;1
116;247;182;239;land;true;forest;1
117;239;252;233;land;false;plains;1
118;204;209;193;land;false;desert;1
119;22;250;244;land;false;plains;1
120;248;79;215;land;false;hills;1
121;201;243;232;land;false;plains;1
122;227;134;161;land;true;plains;1
123;215;153;162;land;false;plains;1
124;240;56;246;land;false;forest;1
125;209;81;252;land;false;plains;1
126;172;204;190;land;false;plains;1
127;207;174;172;land;false;hills;1
128;186;209;209;land;false;forest;1
129;252;95;250;land;false;hills;1
130;149;251;181;land;false;hills;1
131;208;249;213;land;false;forest;1
132;222;160;223;land;false;forest;1
133;230;234;57;land;false;plains;1
134;231;220;72;land;true;plains;1
135;181;164;249;land;false;mountain;1
136;211;196;245;land;true;plains;1
137;125;203;222;land;false;mountain;1
138;100;188;241;land;true;desert;1
139;228;109;186;land;true;plains;1
140;210;95;244;land;true;jungle;1
141;230;249;178;land;true;plains;1
142;227;84;212;land;false;plains;1
143;212;108;239;land;false;plains;1
144;197;195;127;land;false;forest;1
145;140;186;197;land;false;plains;1
146;239;231;67;land;true;plains;1
147;186;172;146;land;false;plains;1
148;244;116;246;land;false;forest;1
149;131;252;171;land;false;jungle;1
150;93;250;236;land;false;hills;1
151;128;200;230;land;true;plains;1
152;236;198;129;land;false;forest;1
153;170;252;253;land;true;plains;1
154;205;222;173;land;false;plains;1
155;184;231;228;land;false;forest;1
156;241;199;243;land;false;plains;1
157;243;243;155;land;false;forest;1
158;197;217;95;land;false;plains;1
159;87;243;172;land;false;forest;1
160;200;85;238;land;false;plains;1
161;89;174;249;land;true;plains;1
162;186;164;218;land;true;plains;1
163;133;150;221;land;false;marsh;1
164;210;149;196;land;false;plains;1
165;216;222;76;land;false;hills;1
166;158;170;205;land;false;plains;1
167;201;165;136;land;true;forest;1
168;233;130;206;land;false;plains;1
169;254;170;80;land;true;plains;1
170;242;82;237;land;true;hills;1
171;206;243;223;land;false;plains;1
172;253;162;174;land;false;forest;1
173;248;161;210;land;false;plains;1
174;22;229;253;land;false;forest;1
175;237;55;249;land;false;plains;1
176;124;226;210;land;false;hills;1
177;211;164;244;land;false;forest;1
178;227;233;76;land;false;forest;1
179;151;252;118;land;false;mountain;1
180;206;243;61;land;false;hills;1
181;172;193;145;land;false;plains;1
182;230;192;247;land;false;plains;1
183;168;212;252;land;false;forest;1
184;239;164;115;land;false;forest;1
185;210;197;146;land;true;plains;1
186;177;235;248;land;false;hills;1
187;195;144;246;land;false;plains;1
188;128;196;229;land;true;plains;1
189;202;128;230;land;false;plains;1
190;218;245;89;land;false;jungle;1
191;136;215;212;land;false;plains;1
192;238;224;238;land;false;plains;1
193;150;187;220;land;true;forest;1
194;215;131;201;land;true;plains;1
195;212;219;161;land;false;hills;1
196;168;233;112;land;false;hills;1
197;232;189;235;land;false;plains;1
198;161;134;222;land;false;plains;1
199;203;228;236;land;false;plains;1
200;235;244;212;land;false;mountain;1
201;217;42;243;land;false;plains;1
202;135;224;254;land;true;forest;1
203;141;190;229;land;false;desert;1
204;134;224;222;land;false;desert;1
205;81;226;234;land;true;plains;1
206;223;122;226;land;true;plains;1
207;187;197;188;land;false;marsh;1
208;208;219;101;land;true;plains;1
209;192;192;126;land;false;hills;1
210;244;98;218;land;false;plains;1
211;249;116;158;land;false;desert;1
212;125;248;167;land;false;hills;1
213;199;108;221;land;false;desert;1
214;47;232;249;land;true;plains;1
215;220;162;218;land;false;plains;1
216;190;74;246;land;false;forest;1
217;228;156;148;land;false;plains;1
218;125;246;197;land;false;hills;1
219;186;230;160;land;false;mountain;1
220;226;150;161;land;false;hills;1
221;210;169;235;land;false;forest;1
222;182;186;168;land;false;hills;1
223;123;183;247;land;false;plains;1
224;235;149;181;land;false;desert;1
225;249;213;147;land;true;plains;1
226;251;159;161;land;false;hills;1
227;32;245;246;land;false;hills;1
228;242;46;224;land;true;plains;1
229;177;231;178;land;false;plains;1
230;231;201;194;land;false;plains;1
231;167;163;249;land;false;forest;1
232;113;241;187;land;false;plains;1
233;165;243;249;land;false;plains;1
234;141;242;245;land;false;forest;1
235;111;246;145;land;false;plains;1
236;166;231;181;land;false;hills;1
237;228;207;156;land;false;jungle;1
238;233;195;110;land;true;plains;1
239;201;221;177;land;false;plains;1
240;241;93;226;land;true;forest;1
241;234;178;147;land;false;hills;1
242;189;104;234;land;true;plains;1
