1;industrial_complex;2282.00;10.28;544.00;2.82;0
1;industrial_complex;2293.00;10.18;561.00;6.11;0
1;industrial_complex;2295.00;10.18;564.00;1.93;0
1;industrial_complex;2283.00;10.20;553.00;1.99;0
1;industrial_complex;2277.00;10.20;556.00;6.13;0
1;industrial_complex;2289.00;10.10;554.00;1.09;0
1;ammo_complex;2290.00;10.10;548.00;1.78;0
1;ammo_complex;2278.00;10.30;537.00;5.49;0
1;ammo_complex;2264.00;10.10;561.00;6.11;0
1;ammo_complex;2261.00;10.20;555.00;0.30;0
1;ammo_complex;2284.00;10.10;566.00;5.32;0
1;ammo_complex;2294.00;10.10;558.00;4.96;0
1;air_base;2286.00;10.20;550.00;0.62;0
1;supply_node;2286.00;10.10;566.00;0.09;0
1;supply_node;2278.00;10.30;544.00;4.36;0
1;supply_node;2263.00;10.20;556.00;1.35;0
1;supply_node;2300.00;10.10;566.00;0.02;0
1;supply_node;2292.00;10.10;554.00;0.48;0
1;supply_node;2314.00;10.10;561.00;5.90;0
1;supply_node;2315.00;9.90;549.00;3.45;0
1;bunker;2285.00;10.20;549.00;2.51;0
1;bunker;2286.00;10.10;564.00;4.00;0
1;bunker;2268.00;10.20;554.00;5.52;0
1;bunker;2293.00;10.20;565.00;5.16;0
1;bunker;2303.00;10.00;567.00;1.29;0
1;bunker;2318.00;10.10;549.00;0.10;0
1;bunker;2314.00;10.10;562.00;4.05;0
1;coastal_bunker;2313.00;9.70;560.00;-1.57;0
1;coastal_bunker;2305.00;9.90;569.00;-3.31;0
1;coastal_bunker;2296.00;9.65;554.00;0.79;0
1;coastal_bunker;2287.00;9.90;572.00;-2.90;0
1;coastal_bunker;2314.00;9.50;549.00;-3.93;0
1;coastal_bunker;2274.00;9.90;563.00;-3.93;0
1;stronghold_network;2287.00;10.15;543.00;1.50;0
1;dockyard;2313.00;10.00;554.00;-3.93;0
1;anti_air_building;2267.00;10.00;563.00;3.91;0
1;anti_air_building;2318.00;10.10;549.00;1.04;0
1;anti_air_building;2292.00;10.20;564.00;0.17;0
1;synthetic_refinery;2277.00;10.30;533.00;4.08;0
1;fuel_silo;2267.00;9.90;564.00;2.23;0
1;radar_station;2285.00;10.20;553.00;5.63;0
1;nuclear_reactor_spawn;2262.00;10.10;561.00;2.95;0
1;special_project_facility_spawn;2269.00;10.25;552.00;3.76;0
1;special_project_facility_spawn;2273.00;10.35;547.00;3.24;0
1;special_project_facility_spawn;2285.00;10.10;566.00;3.46;0
1;special_project_facility_spawn;2292.00;10.10;554.00;3.04;0
1;special_project_facility_spawn;2302.00;10.10;567.00;3.59;0
1;special_project_facility_spawn;2312.00;10.00;552.00;1.91;0
1;special_project_facility_spawn;2315.00;10.10;562.00;1.24;0
1;rocket_site_spawn;2285.00;10.18;560.00;5.48;0
1;naval_base_spawn;2279.00;9.95;567.00;-2.90;8556
1;naval_base_spawn;2302.00;9.65;570.00;-3.31;8556
1;naval_base_spawn;2315.00;9.50;547.00;-3.93;8599
1;naval_base_spawn;2295.00;9.90;554.00;0.79;8599
1;naval_base_spawn;2317.00;10.05;561.00;-1.57;8599
1;naval_base_spawn;2273.00;9.90;563.00;-3.93;8556
1;floating_harbor;2283.30;9.50;576.79;0.24;106
1;floating_harbor;2275.95;9.50;568.95;-0.79;3357
1;floating_harbor;2302.15;9.50;578.90;-0.17;7991
1;floating_harbor;2300.95;9.50;545.05;-2.36;8017
1;floating_harbor;2349.00;9.50;528.00;-2.33;8234
1;floating_harbor;2320.95;9.50;554.95;-0.79;8236
2;industrial_complex;4087.00;12.20;680.00;1.93;0
2;industrial_complex;4107.00;13.45;678.00;1.99;0
2;industrial_complex;4104.00;12.95;672.00;6.13;0
2;industrial_complex;4058.00;12.05;687.00;1.09;0
2;industrial_complex;4100.00;11.53;668.00;1.78;0
2;industrial_complex;4109.00;13.45;677.00;5.49;0
2;ammo_complex;4077.00;12.85;683.00;6.11;0
2;ammo_complex;4114.00;13.23;674.00;0.30;0
2;ammo_complex;4075.00;12.80;686.00;5.32;0
2;ammo_complex;4082.00;12.45;681.00;4.96;0
2;ammo_complex;4071.00;13.28;686.00;0.62;0
2;ammo_complex;4055.00;12.10;687.00;1.12;0
2;air_base;4082.00;12.00;678.00;2.88;0
2;supply_node;4059.00;12.28;686.00;1.35;0
2;supply_node;4103.00;13.90;675.00;0.02;0
2;supply_node;4043.00;12.35;687.00;0.48;0
2;supply_node;4075.00;12.80;682.00;5.90;0
2;bunker;4109.00;12.88;672.00;0.18;0
2;bunker;4053.00;12.30;688.00;2.51;0
2;bunker;4046.00;12.85;690.00;4.00;0
2;bunker;4087.00;12.20;680.00;5.52;0
