11;arms_factory;4092.00;9.93;1853.00;3.00;0
11;arms_factory;4094.00;10.00;1831.00;0.84;0
11;arms_factory;4079.00;9.88;1837.00;2.40;0
11;arms_factory;4104.00;10.32;1841.00;5.07;0
11;arms_factory;4114.00;10.07;1833.00;1.45;0
11;arms_factory;4111.00;10.20;1846.00;4.47;0
11;industrial_complex;4115.00;9.98;1852.00;0.85;0
11;industrial_complex;4104.00;10.10;1847.00;3.51;0
11;industrial_complex;4107.00;9.90;1827.00;1.35;0
11;industrial_complex;4102.00;10.07;1832.00;1.46;0
11;industrial_complex;4087.00;10.15;1840.00;5.58;0
11;industrial_complex;4087.00;10.10;1843.00;1.96;0
11;air_base;4096.00;10.10;1846.00;6.08;0
11;supply_node;4087.00;10.03;1854.00;0.98;0
11;naval_base;4113.00;9.90;1828.00;-0.24;8550
11;naval_base;4086.00;9.60;1860.00;-3.14;8392
11;bunker;4107.00;9.93;1828.00;4.54;0
11;bunker;4115.00;10.03;1850.00;5.14;0
11;coastal_bunker;4086.00;9.50;1834.00;-1.06;0
11;coastal_bunker;4084.00;9.50;1856.00;-3.14;0
11;dockyard;4083.00;9.90;1852.00;-3.14;0
11;anti_air_building;4103.00;10.40;1838.00;4.09;0
11;anti_air_building;4103.00;10.38;1841.00;0.47;0
11;anti_air_building;4082.00;9.90;1847.00;2.04;0
11;synthetic_refinery;4082.00;9.90;1849.00;4.70;0
11;fuel_silo;4115.00;9.98;1852.00;2.54;0
11;radar_station;4098.00;10.25;1844.00;5.51;0
11;rocket_site;4099.00;10.40;1840.00;0.48;0
11;nuclear_reactor;4111.00;9.98;1834.00;3.14;0
13;supply_node;3887.00;10.20;1837.00;0.91;0
13;naval_base;3891.00;9.90;1834.00;-4.15;8716
13;bunker;3883.00;10.05;1839.00;4.70;0
13;bunker;3906.00;9.90;1846.00;5.21;0
13;coastal_bunker;3879.00;9.82;1843.00;-2.36;0
13;coastal_bunker;3905.00;9.50;1845.00;-2.50;0
47;floating_harbor;1414.95;9.50;1574.95;-0.79;7251
82;floating_harbor;2252.00;9.50;1371.00;-0.79;7268
186;floating_harbor;3386.00;9.50;1034.00;-1.57;2928
6;arms_factory;3852.00;10.12;1837.00;2.33;0
6;arms_factory;3852.00;10.07;1856.00;3.89;0
6;arms_factory;3868.00;10.10;1858.00;1.73;0
6;arms_factory;3836.00;9.93;1818.00;4.40;0
6;arms_factory;3860.00;9.90;1885.00;0.78;0
6;arms_factory;3835.00;10.00;1820.00;2.34;0
6;industrial_complex;3852.00;10.12;1850.00;0.18;0
6;industrial_complex;3840.00;10.00;1846.00;2.84;0
6;industrial_complex;3848.00;9.98;1868.00;5.50;0
6;industrial_complex;3863.00;9.85;1871.00;2.24;0
6;industrial_complex;3851.00;9.95;1829.00;3.45;0
6;industrial_complex;3832.00;9.90;1833.00;1.29;0
6;air_base;3848.00;10.10;1835.00;2.85;0
6;supply_node;3859.00;9.90;1864.00;4.03;0
6;supply_node;3836.00;10.05;1822.00;5.50;0
6;naval_base;3858.00;9.50;1885.00;-2.60;8641
6;bunker;3870.00;10.00;1875.00;6.03;0
6;bunker;3834.00;10.05;1825.00;2.41;0
6;coastal_bunker;3844.00;9.50;1861.00;-2.60;0
6;coastal_bunker;3842.00;9.60;1822.00;1.29;0
6;dockyard;3853.00;9.88;1880.00;-2.60;0
6;anti_air_building;3863.00;10.05;1854.00;3.52;0
6;anti_air_building;3853.00;10.10;1857.00;5.08;0
6;anti_air_building;3851.00;9.90;1878.00;2.92;0
6;synthetic_refinery;3850.00;9.80;1882.00;5.58;0
6;fuel_silo;3842.00;10.00;1843.00;1.96;0
6;radar_station;3851.00;10.10;1849.00;0.10;0
6;rocket_site;3840.00;10.05;1844.00;6.19;0
6;nuclear_reactor;3854.00;9.93;1866.00;4.03;0
